기관명,자치구,주소원문,주소정제,latitude,longitude,matched_address,주소재시도
사단법인 한국사회적기업중앙협의회,영등포구,"서울특별시 영등포구 국회대로76길 33 (여의도동) 								601호(중앙보훈회관, 여의도동)",서울특별시 영등포구 국회대로76길 33,37.52953406,126.924185,서울 영등포구 국회대로76길 33,서울특별시 영등포구 국회대로76길 33
사단법인 한국취업지원협회,금천구,"서울특별시 금천구 디지털로9길 68 (가산동) 								506호",서울특별시 금천구 디지털로9길 68,37.48107584,126.8864183,서울 금천구 디지털로9길 68,서울특별시 금천구 디지털로9길 68
사단법인여성가족지원네트워크,강서구,"서울특별시 강서구 까치산로 189-1 (화곡동) 								2층",서울특별시 강서구 까치산로 189-1,37.55415043,126.8538888,서울 강서구 까치산로 189-1,서울특별시 강서구 까치산로 189-1
사단법인한국에이치알엠협회,성동구,"서울특별시 성동구 성수이로 118(성수동2가) 								623호",서울특별시 성동구 성수이로 118,37.54517369,127.0578573,서울 성동구 성수이로 118,서울특별시 성동구 성수이로 118
사당어르신종합복지관,동작구,"서울시 동작구 남부순환로 2081 								 2층",서울특별시 동작구 남부순환로 2081,37.47701714,126.9798517,서울 동작구 남부순환로 2081,서울특별시 동작구 남부순환로 2081
사당종합사회복지관,동작구,"서울시 동작구 사당로14길 20 								2층 사무실",서울특별시 동작구 사당로14길 20,37.4832722,126.9714537,서울 동작구 사당로14길 20,서울특별시 동작구 사당로14길 20
사랑의전화마포종합사회복지관,마포구,서울특별시 마포구 만리재로 29 사랑의전화마포종합사회복지관,서울특별시 마포구 만리재로 29,37.54479278,126.9545677,서울 마포구 만리재로 29,서울특별시 마포구 만리재로 29
사회복지법인대길사회복지재단,영등포구,서울특별시 영등포구 영등포로84길 24-14(신길동),서울특별시 영등포구 영등포로84길 24-14,37.51157802,126.9214969,서울 영등포구 영등포로84길 24-14,서울특별시 영등포구 영등포로84길 24-14
사회적협동조합 행복한돌봄,영등포구,서울특별시 영등포구 도신로65길 9-1 (신길동),서울특별시 영등포구 도신로65길 9-1,37.51332923,126.9166595,서울 영등포구 도신로65길 9-1,서울특별시 영등포구 도신로65길 9-1
사회적협동조합도우누리,광진구,"서울특별시 광진구 긴고랑로 41 (중곡동) 								301호",서울특별시 광진구 긴고랑로 41,37.56301107,127.0809132,서울 광진구 긴고랑로 41,서울특별시 광진구 긴고랑로 41
살림의료복지사회적협동조합,은평구,"서울특별시 은평구 서오릉로 149 (구산동) 								2층 살림의료복지사회적협동조합",서울특별시 은평구 서오릉로 149,37.61159328,126.9162125,서울 은평구 서오릉로 149,서울특별시 은평구 서오릉로 149
삶터사회적협동조합,동대문구,"서울특별시 동대문구 왕산로 123 (제기동) 								정우빌딩 3층",서울특별시 동대문구 왕산로 123,37.57842726,127.0371606,서울 동대문구 왕산로 123,서울특별시 동대문구 왕산로 123
상계종합사회복지관,노원구,서울특별시 노원구 덕릉로 115나길 25,서울특별시 노원구 덕릉로 115나길 25,37.66809048,127.0783264,서울 노원구 덕릉로115나길 25,서울특별시 노원구 덕릉로 115나길 25
상도은빛복지관,동작구,"서울특별시 동작구 매봉로 36 (상도1동) 								상도은빛복지관",서울특별시 동작구 매봉로 36,37.50645892,126.951388,서울 동작구 매봉로 36,서울특별시 동작구 매봉로 36
상도종합사회복지관,동작구,서울특별시 동작구 상도로39가길 7(상도1동),서울특별시 동작구 상도로39가길 7,37.50249773,126.9496593,서울 동작구 상도로39가길 7,서울특별시 동작구 상도로39가길 7
생명의전화종합사회복지관,성북구,서울특별시 성북구 오패산로 21(하월곡동),서울특별시 성북구 오패산로 21,37.60411944,127.0370684,서울 성북구 오패산로 21,서울특별시 성북구 오패산로 21
서대문구청 행복복지국 어르신복지과,서대문구,"서울특별시 서대문구 연희로 248 (연희동) 								어르신복지과",서울특별시 서대문구 연희로 248,37.57915463,126.9367592,서울 서대문구 연희로 248,서울특별시 서대문구 연희로 248
서대문노인종합복지관,서대문구,서울특별시 서대문구 독립문로8길 57 (천연동),서울특별시 서대문구 독립문로8길 57,37.56800449,126.9591178,서울 서대문구 독립문로8길 57,서울특별시 서대문구 독립문로8길 57
서브온 주식회사,서초구,"서울 서초구 서초중앙로20길 35 								5층(서초동, 현민빌딩)",서울특별시 서초구 서초중앙로20길 35,37.49251061,127.0160645,서울 서초구 서초중앙로20길 35,서울특별시 서초구 서초중앙로20길 35
서서울어르신복지관,양천구,"서울특별시 양천구 가로공원로60가길 16 (신월동) 								서서울어르신복지관",서울특별시 양천구 가로공원로60가길 16,37.53426106,126.8267655,서울 양천구 가로공원로60가길 16,서울특별시 양천구 가로공원로60가길 16
서울 강서구지회,강서구,서울특별시 강서구 우장산로 24-7 (내발산동),서울특별시 강서구 우장산로 24-7,,,,서울특별시 강서구 우장산로 24-7
서울 대한노인회 중랑구지회,중랑구,서울특별시 중랑구 봉화산로43길 9 (상봉동),서울특별시 중랑구 봉화산로43길 9,37.60369037,127.0873544,서울 중랑구 봉화산로43길 9,서울특별시 중랑구 봉화산로43길 9
서울노인복지센터,종로구,서울특별시 종로구 삼일대로 467 (경운동),서울특별시 종로구 삼일대로 467,37.57596579,126.9858533,서울 종로구 삼일대로 467,서울특별시 종로구 삼일대로 467
서울시 서대문구 재가노인복지기관,서대문구,서울특별시 서대문구 경기대로9길 62 (충정로3가),서울특별시 서대문구 경기대로9길 62,37.56432894,126.9608931,서울 서대문구 경기대로9길 62,서울특별시 서대문구 경기대로9길 62
서울시 성북구지회,성북구,서울특별시 성북구 안암로 79 (안암동5가),서울특별시 성북구 안암로 79,37.58342042,127.0297324,서울 성북구 안암로 79,서울특별시 성북구 안암로 79
서울시관악구재가노인복지기관,관악구,"서울특별시 관악구 남현길 63 (남현동) 								상록재가노인지원센터",서울특별시 관악구 남현길 63,37.47399706,126.9765177,서울 관악구 남현길 63,서울특별시 관악구 남현길 63
서울시구로구재가노인복지기관,구로구,서울특별시 구로구 디지털로27다길 65 (구로동),서울특별시 구로구 디지털로27다길 65,37.48714316,126.8901547,서울 구로구 디지털로27다길 65,서울특별시 구로구 디지털로27다길 65
서울시립 신목종합사회복지관,양천구,"서울특별시 양천구 신목로 5 (신정동, 목동삼성아파트) 								신목종합사회복지관",서울특별시 양천구 신목로 5,37.51722556,126.8764675,서울 양천구 신목로 5,서울특별시 양천구 신목로 5
서울시립대학교종합사회복지관,중랑구,서울시 중랑구 신내로115,서울특별시 중랑구 신내로115,37.60929753,127.0949042,서울 중랑구 신내로 115,서울특별시 중랑구 신내로115
서울시립동대문노인종합복지관,동대문구,서울특별시 동대문구 제기로33길 25 (청량리동),서울특별시 동대문구 제기로33길 25,37.58724134,127.0498265,서울 동대문구 제기로33길 25,서울특별시 동대문구 제기로33길 25
서울시북부여성발전센터,노원구,서울시 노원구 동일로 207길 50,서울특별시 노원구 동일로 207길 50,37.64282612,127.0612845,서울 노원구 동일로207길 50,서울특별시 노원구 동일로 207길 50
서울시양천구재가노인복지기관,양천구,"서울특별시 양천구신정동 목동남로  								52",서울특별시 양천구 목동남로 52,37.50907975,126.865319,서울 양천구 목동남로 52,서울특별시 양천구 목동남로 52
서울시재가노인복지협회,마포구,"서울 마포구 백범로 31길 21 6층 								605호 서울시재가노인복지협회",서울특별시 마포구 백범로 31길 21,37.54745876,126.9505779,서울 마포구 백범로31길 21,서울특별시 마포구 백범로 31길 21
서울시종로구재가노인복지기관,종로구,"서울특별시 종로구 지봉로12나길 1 (숭인동) 								B02호",서울특별시 종로구 지봉로12나길 1,37.57772764,127.0165821,서울 종로구 지봉로12나길 1,서울특별시 종로구 지봉로12나길 1
서울청소년효행봉사단,서대문구,"서울특별시 서대문구 연희로32길 19 (연희동) 								지하1층",서울특별시 서대문구 연희로32길 19,37.57646229,126.9362884,서울 서대문구 연희로32길 19,서울특별시 서대문구 연희로32길 19
서울특별시광역치매센터,종로구,"서울특별시 종로구 대학로 47 (연건동, 이화에수풀) 								2층 서울특별시광역치매센터",서울특별시 종로구 대학로 47,37.57546396,127.0018417,서울 종로구 대학로 47,서울특별시 종로구 대학로 47
서초구립 느티나무쉼터,서초구,서울특별시 서초구 염곡말길 9 (염곡동),서울특별시 서초구 염곡말길 9,37.46182406,127.050699,서울 서초구 염곡말길 9,서울특별시 서초구 염곡말길 9
서초구립양재노인종합복지관,서초구,서울특별시 서초구 강남대로30길 73-7 (양재동),서울특별시 서초구 강남대로30길 73-7,37.48302001,127.040816,서울 서초구 강남대로30길 73-7,서울특별시 서초구 강남대로30길 73-7
서초구립중앙노인종합복지관,서초구,"서울특별시 서초구 서초대로54길 45 (서초동) 								3층 사무실",서울특별시 서초구 서초대로54길 45,37.49232427,127.016811,서울 서초구 서초대로54길 45,서울특별시 서초구 서초대로54길 45
서초방배노인종합복지관,서초구,"서울특별시 서초구 방배천로 48 (방배동) 								방배노인종합복지관",서울특별시 서초구 방배천로 48,37.48076743,126.9827869,서울 서초구 방배천로 48,서울특별시 서초구 방배천로 48
성동구청,성동구,"서울특별시 성동구 고산자로 270 (행당1동) 9층 								성동구청9층(어르신복지팀)",서울특별시 성동구 고산자로 270,37.56342251,127.036965,서울 성동구 고산자로 270,서울특별시 성동구 고산자로 270
성가정노인종합복지관,강동구,"서울특별시 강동구고덕동 양재대로 156길 28 								성가정노인종합복지관",서울특별시 강동구 양재대로 156길 28,37.55610733,127.1465259,서울 강동구 양재대로156길 28,서울특별시 강동구 양재대로 156길 28
성내종합사회복지관,강동구,서울특별시 강동구 성안로13길 56 (성내동),서울특별시 강동구 성안로13길 56,37.53220687,127.1293463,서울 강동구 성안로13길 56,서울특별시 강동구 성안로13길 56
성동노인종합복지관,성동구,서울특별시 성동구 마조로 77 (마장동),서울특별시 성동구 마조로 77,37.56478466,127.0412399,서울 성동구 마조로 77,서울특별시 성동구 마조로 77
성동종합사회복지관,성동구,청계천로 506,서울특별시 성동구 청계천로 506,37.5701624,127.0333487,서울 성동구 청계천로 506,서울특별시 성동구 청계천로 506
성동희망나눔,성동구,"서울특별시 성동구 뚝섬로1길 2 (성수동1가) 								4층 희망나눔 노인일자리센터",서울특별시 성동구 뚝섬로1길 2,37.54145443,127.046035,서울 성동구 뚝섬로1길 2,서울특별시 성동구 뚝섬로1길 2
성북50플러스센터,성북구,"서울특별시 성북구 지봉로24길 26 (보문동5가) 								3층",서울특별시 성북구 지봉로24길 26,37.58387155,127.0193243,서울 성북구 지봉로24길 26,서울특별시 성북구 지봉로24길 26
성북구청,성북구,서울특별시 성북구 보문로 168 (삼선동5가),서울특별시 성북구 보문로 168,37.58945513,127.01669,서울 성북구 보문로 168,서울특별시 성북구 보문로 168
성북노인종합복지관,성북구,서울특별시 성북구 종암로15길 10 (종암동),서울특별시 성북구 종암로15길 10,37.59781332,127.0343903,서울 성북구 종암로15길 10,서울특별시 성북구 종암로15길 10
성산종합사회복지관,마포구,서울특별시 마포구 월드컵로 215 (성산동),서울특별시 마포구 월드컵로 215,37.5655,126.9003702,서울 마포구 월드컵로 215,서울특별시 마포구 월드컵로 215
성수종합사회복지관,성동구,"서울특별시 성동구 뚝섬로 1길 43 								(성수동1가)",서울특별시 성동구 뚝섬로 1길 43,37.54542883,127.0469481,서울 성동구 뚝섬로1길 43,서울특별시 성동구 뚝섬로 1길 43
송파노인종합복지관,송파구,서울특별시 송파구 백제고분로32길 41 (삼전동),서울특별시 송파구 백제고분로32길 41,37.49866846,127.0948956,서울 송파구 백제고분로32길 41,서울특별시 송파구 백제고분로32길 41
송파복지센터,송파구,"서울시 송파구 충민로 184. 								송파복지센터",서울특별시 송파구 충민로 184,37.48579492,127.1343222,서울 송파구 충민로 184,서울특별시 송파구 충민로 184
수서명화종합사회복지관,강남구,"서울특별시 강남구 광평로51길 49 (수서동, 주공아파트) 								수서명화종합사회복지관",서울특별시 강남구 광평로51길 49,37.49213945,127.0997653,서울 강남구 광평로51길 49,서울특별시 강남구 광평로51길 49
수서종합사회복지관,강남구,"서울특별시 강남구 광평로56길 11 (수서동, 수서6단지아파트) 								수서종합사회복지관 2층 사무실",서울특별시 강남구 광평로56길 11,37.48784784,127.1057947,서울 강남구 광평로56길 11,서울특별시 강남구 광평로56길 11
시립동작노인종합복지관,동작구,서울특별시 동작구 상도로11길 7 (대방동),서울특별시 동작구 상도로11길 7,37.50039046,126.9291097,서울 동작구 상도로11길 7,서울특별시 동작구 상도로11길 7
시립마포노인종합복지관,마포구,서울 마포구 서강로 68,서울특별시 마포구 서강로 68,37.54894107,126.9322114,서울 마포구 서강로 68,서울특별시 마포구 서강로 68
시립용산노인종합복지관,용산구,"서울특별시 용산구 독서당로11길 16 (한남동) 								시립용산노인종합복지관",서울특별시 용산구 독서당로11길 16,37.53133868,127.006498,서울 용산구 독서당로11길 16,서울특별시 용산구 독서당로11길 16
시립은평노인종합복지관,은평구,서울특별시 은평구 연서로 415 (진관동),서울특별시 은평구 연서로 415,37.63225081,126.9299824,서울 은평구 연서로 415,서울특별시 은평구 연서로 415
신길종합사회복지관,영등포구,"영등포구 영등포로 84길 24-5  								3층 사무실",서울특별시 영등포구 영등포로 84길 24-5,37.51116875,126.9214422,서울 영등포구 영등포로84길 24-5,서울특별시 영등포구 영등포로 84길 24-5
신내종합사회복지관,중랑구,"봉화산로 153 								상봉동 481번지",서울특별시 중랑구 봉화산로 153,37.60581862,127.0916098,서울 중랑구 봉화산로 153,서울특별시 중랑구 봉화산로 153
신림종합사회복지관,관악구,"난곡로 110 								신림종합사회복지관",서울특별시 관악구 난곡로 110,37.4648376,126.9198595,서울 관악구 난곡로 110,서울특별시 관악구 난곡로 110
신월종합사회복지관,양천구,"서울특별시 양천구 신월동 신월로24길 19 								3층",서울특별시 양천구 신월동 신월로24길 19,37.52003276,126.8473669,서울 양천구 신월로24길 19,서울특별시 양천구 신월동 신월로24길 19
신정종합사회복지관,양천구,"서울특별시 양천구신정동 신정중앙로 신정종합사회복지관 								80",서울특별시 양천구 신정중앙로 36,37.52730285,126.8555308,서울 양천구 신정중앙로 36,서울특별시 양천구 신정중앙로 36
쌍문동어르신복지관,도봉구,"서울특별시 도봉구쌍문동 우이천로  								363",서울특별시 도봉구 우이천로 363,37.64825635,127.0238027,서울 도봉구 우이천로 363,서울특별시 도봉구 우이천로 363
압구정노인복지관,강남구,"서울특별시 강남구 도산대로53길 5 (신사동) 								압구정노인복지센터",서울특별시 강남구 도산대로53길 5,37.52353254,127.038169,서울 강남구 도산대로53길 5,서울특별시 강남구 도산대로53길 5
약수노인종합복지관,중구,서울특별시 중구 다산로6길 11 (신당동),서울특별시 중구 다산로6길 11,37.55247063,127.0093304,서울 중구 다산로6길 11,서울특별시 중구 다산로6길 11
양천구청 주민복지국 어르신복지과,양천구,"서울특별시 양천구 목동동로 81 (신정동) 								해누리타운 5층",서울특별시 양천구 목동동로 81,37.51597606,126.8638545,서울 양천구 목동동로 81,서울특별시 양천구 목동동로 81
양천어르신종합복지관,양천구,서울특별시 양천구 목동로3길 106 (신정동),서울특별시 양천구 목동로3길 106,37.51044253,126.8586279,서울 양천구 목동로3길 106,서울특별시 양천구 목동로3길 106
어르신행복일자리센터,종로구,"서울특별시 종로구 종로 269-9(종로6가) 								1층(어르신행복일자리센터)",서울특별시 종로구 종로 269-9,37.571678,127.0078941,서울 종로구 종로 269-9,서울특별시 종로구 종로 269-9
에듀툴킷디자인연구소,동대문구,"서울특별시 동대문구 답십리로38길 19 (답십리동) 								A동 204호",서울특별시 동대문구 답십리로38길 19,37.57345654,127.0501523,서울 동대문구 답십리로38길 19,서울특별시 동대문구 답십리로38길 19
에스잡플러스 주식회사,영등포구,"서울특별시 영등포구 버드나루로 119 (당산동) 								304호",서울특별시 영등포구 버드나루로 119,37.52868044,126.9074896,서울 영등포구 버드나루로 119,서울특별시 영등포구 버드나루로 119
연꽃마을 아현노인복지센터,마포구,서울특별시 마포구 마포대로26길 19 (아현동),서울특별시 마포구 마포대로26길 19,37.55506487,126.9587242,서울 마포구 마포대로26길 19,서울특별시 마포구 마포대로26길 19
영등포구장애인사랑나눔의집,영등포구,서울특별시 영등포구 신길로 55 (신길동),서울특별시 영등포구 신길로 55,37.49753295,126.90799,서울 영등포구 신길로 55,서울특별시 영등포구 신길로 55
영등포구청,영등포구,서울특별시 영등포구 당산로 123 (당산동3가),서울특별시 영등포구 당산로 123,37.52596316,126.8963671,서울 영등포구 당산로 123,서울특별시 영등포구 당산로 123
영등포노인종합복지관,영등포구,서울특별시 영등포구 도림로 482 (문래동3가),서울특별시 영등포구 도림로 482,37.51685634,126.8905415,서울 영등포구 도림로 482,서울특별시 영등포구 도림로 482
영등포종합사회복지관,영등포구,서울 영등포구 신길로 13길 4,서울특별시 영등포구 신길로 13길 4,37.49731738,126.9076949,서울 영등포구 신길로13길 4,서울특별시 영등포구 신길로 13길 4
영중종합사회복지관,영등포구,"서울특별시 영등포구 양산로 232 (영등포동2가) 								3층 영중종합사회복지관 사무실",서울특별시 영등포구 양산로 232,37.52224505,126.9088958,서울 영등포구 양산로 232,서울특별시 영등포구 양산로 232
옥수종합사회복지관,성동구,서울시 성동구 한림말길 16-5 옥수종합사회복지관,서울특별시 성동구 한림말길 16-5,37.54049423,127.0127635,서울 성동구 한림말길 16-5,서울특별시 성동구 한림말길 16-5
온수어르신복지관,구로구,"서울특별시 구로구온수동 부일로9길  								111",서울특별시 구로구 부일로9길,37.495946,126.8247462,서울 구로구 부일로9길,서울특별시 구로구 부일로9길
용강노인복지관,마포구,"서울특별시 마포구 토정로31길 31 (용강동) 								용강동복합청사 3층 복지관",서울특별시 마포구 토정로31길 31,37.54231555,126.9427071,서울 마포구 토정로31길 31,서울특별시 마포구 토정로31길 31
용산구청 생활지원국 어르신복지과,용산구,"서울특별시 용산구 녹사평대로 150 용산종합행정타운 								어르신복지과 5층",서울특별시 용산구 녹사평대로 150,37.53245229,126.9904788,서울 용산구 녹사평대로 150,서울특별시 용산구 녹사평대로 150
용산여성인력개발센터,용산구,서울특별시 용산구 청파로 139-21 (신계동),서울특별시 용산구 청파로 139-21,37.5348287,126.9663984,서울 용산구 청파로 139-21,서울특별시 용산구 청파로 139-21
우리마포복지관,마포구,서울특별시 마포구 신촌로26길 10 (노고산동),서울특별시 마포구 신촌로26길 10,37.55585899,126.9423208,서울 마포구 신촌로26길 10,서울특별시 마포구 신촌로26길 10
월계종합사회복지관,노원구,초안산로 1길 51,서울특별시 노원구 초안산로 1길 51,37.62724445,127.0527656,서울 노원구 초안산로1길 51,서울특별시 노원구 초안산로 1길 51
월곡종합사회복지관,성북구,서울특별시 성북구 오패산로16길 23 (하월곡동),서울특별시 성북구 오패산로16길 23,37.60897959,127.0375369,서울 성북구 오패산로16길 23,서울특별시 성북구 오패산로16길 23
유락종합사회복지관,중구,"서울시 중구 퇴계로 460 								유락종합사회복지관",서울특별시 중구 퇴계로 460,37.56509826,127.0227631,서울 중구 퇴계로 460,서울특별시 중구 퇴계로 460
유린원광종합사회복지관,중랑구,"서울특별시 중랑구 신내로 56 (신내동) 								유린원광종합사회복지관",서울특별시 중랑구 신내로 56,37.60447047,127.0959157,서울 중랑구 신내로 56,서울특별시 중랑구 신내로 56
은곡직업전문학교,노원구,서울 노원구 동일로 1351,서울특별시 노원구 동일로 1351,37.64910207,127.0616852,서울 노원구 동일로 1351,서울특별시 노원구 동일로 1351
은평구립불광노인복지관,은평구,"서울특별시 은평구 연서로32길 17-11 (불광동) 								2층",서울특별시 은평구 연서로32길 17-11,37.6194805,126.9248633,서울 은평구 연서로32길 17-11,서울특별시 은평구 연서로32길 17-11
은평구립역촌노인복지관,은평구,서울특별시 은평구 연서로3나길 11-30 (역촌동),서울특별시 은평구 연서로3나길 11-30,37.60334272,126.9113711,서울 은평구 연서로3나길 11-30,서울특별시 은평구 연서로3나길 11-30
은평구립응암노인복지관,은평구,"서울특별시 은평구 응암로21가길 5-1 (응암동) 								4층",서울특별시 은평구 응암로21가길 5-1,37.59458155,126.9167731,서울 은평구 응암로21가길 5-1,서울특별시 은평구 응암로21가길 5-1
은평구청,은평구,"서울특별시 은평구 은평로 195 (녹번동) 								구의회 건물 2층 어르신복지과",서울특별시 은평구 은평로 195,37.60245742,126.9288229,서울 은평구 은평로 195,서울특별시 은평구 은평로 195
은평어르신일자리센터,은평구,"서울특별시 은평구 증산로23길 7 (신사동) 								4층",서울특별시 은평구 증산로23길 7,37.59723705,126.9143992,서울 은평구 증산로23길 7,서울특별시 은평구 증산로23길 7
이화여자대학교 종합사회복지관,서대문구,서울특별시 서대문구 이화여대길 52 (대현동),서울특별시 서대문구 이화여대길 52,37.56446452,126.9502888,서울 서대문구 이화여대길 52,서울특별시 서대문구 이화여대길 52
인왕노인복지관,서대문구,서울특별시 서대문구 통일로26길 12-5 (홍제동),서울특별시 서대문구 통일로26길 12-5,37.58278632,126.9506695,서울 서대문구 통일로26길 12-5,서울특별시 서대문구 통일로26길 12-5
인지어스 유한회사,강남구,"서울특별시 강남구 선릉로 433 (역삼동) 								7층",서울특별시 강남구 선릉로 433,37.50377398,127.0489144,서울 강남구 선릉로 433,서울특별시 강남구 선릉로 433
일과복지사회적협동조합,은평구,"서울 은평구 갈현로 10-7 								 지층",서울특별시 은평구 갈현로 10-7,37.59896977,126.9107799,서울 은평구 갈현로 10-7,서울특별시 은평구 갈현로 10-7
장안종합사회복지관,동대문구,"서울특별시 동대문구 한천로18길 48 (장안동) 								2층 사무실",서울특별시 동대문구 한천로18길 48,37.56795149,127.0661707,서울 동대문구 한천로18길 48,서울특별시 동대문구 한천로18길 48
재단법인 중랑문화재단,중랑구,"서울특별시 중랑구 망우로 353 (상봉동, 상봉 프레미어스 엠코) 								이노시티 C동 B2F",서울특별시 중랑구 망우로 353,37.59833282,127.0916241,서울 중랑구 망우로 353,서울특별시 중랑구 망우로 353
제이엠커리어,영등포구,"서울특별시 영등포구 경인로 775 (문래동3가) 								1동 9층(문래동3가, 에이스하이테크시티)",서울특별시 영등포구 경인로 775,37.51474642,126.8975368,서울 영등포구 경인로 775,서울특별시 영등포구 경인로 775
종로구보건소,종로구,"서울특별시 종로구 자하문로19길 36 (옥인동) 								2층 지역건강과",서울특별시 종로구 자하문로19길 36,37.58183053,126.9692258,서울 종로구 자하문로19길 36,서울특별시 종로구 자하문로19길 36
종로구청 어르신복지과,종로구,서울특별시 종로구 종로1길 50 (중학동),서울특별시 종로구 종로1길 50,37.57472447,126.9790224,서울 종로구 종로1길 50,서울특별시 종로구 종로1길 50
종로노인종합복지관,종로구,서울특별시 종로구 율곡로19길 17-8 (이화동),서울특별시 종로구 율곡로19길 17-8,37.57666791,127.0060206,서울 종로구 율곡로19길 17-8,서울특별시 종로구 율곡로19길 17-8
종로종합사회복지관,종로구,서울특별시 종로구 지봉로13길 82 (창신동),서울특별시 종로구 지봉로13길 82,37.57719623,127.0121786,서울 종로구 지봉로13길 82,서울특별시 종로구 지봉로13길 82
주식회사 상상우리,중구,"서울특별시 중구 수표로 12 (충무로3가) 								11층",서울특별시 중구 수표로 12,37.56228267,126.9906157,서울 중구 수표로 12,서울특별시 중구 수표로 12
주식회사 아이피시,강서구,"서울특별시 강서구 마곡중앙1로 14 (마곡동) 								5층",서울특별시 강서구 마곡중앙1로 14,37.55849472,126.8252131,서울 강서구 마곡중앙1로 14,서울특별시 강서구 마곡중앙1로 14
주식회사 인이어,구로구,"서울특별시 구로구 디지털로 300(구로동) 								13층 1320호",서울특별시 구로구 디지털로 300,37.48492704,126.896538,서울 구로구 디지털로 300,서울특별시 구로구 디지털로 300
중계종합사회복지관,노원구,"서울특별시 노원구 덕릉로 662 (중계동, 주공3단지아파트)",서울특별시 노원구 덕릉로 662,37.65639695,127.0766235,서울 노원구 덕릉로 662,서울특별시 노원구 덕릉로 662
중구청 복지환경국 어르신장애인복지과,중구,"서울특별시 중구예관동 창경궁로 17 								어르신장애인복지과 어르신복지팀",서울특별시 중구 창경궁로 17,37.56412015,126.9980097,서울 중구 창경궁로 17,서울특별시 중구 창경궁로 17
중구치매안심센터,중구,"서울특별시 중구 퇴계로 460(신당동) 								11층",서울특별시 중구 퇴계로 460,37.56509826,127.0227631,서울 중구 퇴계로 460,서울특별시 중구 퇴계로 460
중랑구청 생활복지국 어르신복지과,중랑구,"서울특별시 중랑구 봉화산로 179 (신내동) 								3층 어르신복지과",서울특별시 중랑구 봉화산로 179,37.60656359,127.0927248,서울 중랑구 봉화산로 179,서울특별시 중랑구 봉화산로 179
중랑노인종합복지관,중랑구,서울특별시 중랑구 겸재로9길 45 (면목동),서울특별시 중랑구 겸재로9길 45,37.58843496,127.0778419,서울 중랑구 겸재로9길 45,서울특별시 중랑구 겸재로9길 45
중랑여성인력개발센터,중랑구,"서울특별시 중랑구 망우로32길 20 (상봉동) 								3층",서울특별시 중랑구 망우로32길 20,37.59299595,127.0764763,서울 중랑구 망우로32길 20,서울특별시 중랑구 망우로32길 20
중림종합사회복지관,중구,"서울시 중구 서소문로 6길 16 								중림종합복지센터 5층 중림종합사회복지관",서울특별시 중구 서소문로 6길 16,37.55943026,126.9662595,서울 중구 서소문로6길 16,서울특별시 중구 서소문로 6길 16
지에스데이타(주),강서구,서울 강서구 화곡로 232,서울특별시 강서구 화곡로 232,37.54570418,126.8451729,서울 강서구 화곡로 232,서울특별시 강서구 화곡로 232
창동어르신복지관,도봉구,"서울 도봉구 덕릉로60차길 8 								창동어르신복지관",서울특별시 도봉구 덕릉로60차길 8,37.63672714,127.0415109,서울 도봉구 덕릉로60차길 8,서울특별시 도봉구 덕릉로60차길 8
청담종합사회복지관,금천구,서울특별시 금천구 금하로29길 36 (시흥동),서울특별시 금천구 금하로29길 36,37.45127295,126.9140885,서울 금천구 금하로29길 36,서울특별시 금천구 금하로29길 36
청파노인복지관,용산구,"서울특별시 용산구 청파로83길 26 (서계동) 								청파노인복지센터",서울특별시 용산구 청파로83길 26,37.55200626,126.9676967,서울 용산구 청파로83길 26,서울특별시 용산구 청파로83길 26
코레일시니어직능클럽,용산구,"서울특별시 용산구 한강대로21길 35 (한강로3가) 								서울전기사업소 2층",서울특별시 용산구 한강대로21길 35,37.52718052,126.9629619,서울 용산구 한강대로21길 35,서울특별시 용산구 한강대로21길 35
퍼스트인잡(주),은평구,"서울특별시 은평구 은평로 52 (신사동) 								5층",서울특별시 은평구 은평로 52,37.59844965,126.9135965,서울 은평구 은평로 52,서울특별시 은평구 은평로 52
퍼스트인잡(주)서울북부지사,중랑구,"서울특별시 중랑구 면목로 481 (상봉동) 								8층 801호",서울특별시 중랑구 면목로 481,37.59477641,127.0856529,서울 중랑구 면목로 481,서울특별시 중랑구 면목로 481
평화종합사회복지관,노원구,"서울특별시 노원구 노원로 331 (중계동, 시영3단지목련아파트)",서울특별시 노원구 노원로 331,37.64617069,127.0695215,서울 노원구 노원로 331,서울특별시 노원구 노원로 331
한국경호경비협회혐동조합,동대문구,"서울특별시 동대문구 천호대로 83 (용두동) 								동우빌딩404-503호",서울특별시 동대문구 천호대로 83,37.57421069,127.0326322,서울 동대문구 천호대로 83,서울특별시 동대문구 천호대로 83
한국노인인력개발원 서울지역본부,중구,"서울특별시 중구 세종대로 17 (남대문로5가) 								19층",서울특별시 중구 세종대로 17,37.55862386,126.9732635,서울 중구 세종대로 17,서울특별시 중구 세종대로 17
한빛종합사회복지관,양천구,"서울 양천구 신월로 								11길 16",서울특별시 양천구 신월로11길 16,37.51907402,126.8402256,서울 양천구 신월로11길 16,서울특별시 양천구 신월로11길 16
할로마켓 두번째 봄 사회적협동조합,강동구,"서울 강동구 강동대로 143-64 								2층",서울특별시 강동구 강동대로 143-64,37.52808076,127.1201143,서울 강동구 강동대로 143-64,서울특별시 강동구 강동대로 143-64
